Date,High,Low,Open,Close,Volume,Adj Close
2021-02-18,3.940000057220459,3.869999885559082,3.930000066757202,3.930000066757202,5438424,3.930000066757202
2021-02-19,3.9700000286102295,3.890000104904175,3.9200000762939453,3.9700000286102295,5127404,3.9700000286102295
2021-02-22,4.079999923706055,3.9600000381469727,3.9600000381469727,4.03000020980835,7649138,4.03000020980835
2021-02-23,4.059999942779541,4.0,4.03000020980835,4.0,4220811,4.0
2021-02-24,4.039999961853027,3.9800000190734863,4.0,3.990000009536743,5618499,3.990000009536743
2021-02-25,4.170000076293945,4.010000228881836,4.010000228881836,4.130000114440918,16149435,4.130000114440918
2021-02-26,4.090000152587891,4.03000020980835,4.090000152587891,4.03000020980835,6744846,4.03000020980835
2021-03-01,4.070000171661377,4.0,4.039999961853027,4.019999980926514,5522827,4.019999980926514
2021-03-02,4.050000190734863,3.940000057220459,4.03000020980835,3.950000047683716,6062429,3.950000047683716
2021-03-03,3.9800000190734863,3.930000066757202,3.950000047683716,3.9700000286102295,5203650,3.9700000286102295
2021-03-04,4.050000190734863,3.950000047683716,3.9800000190734863,3.9600000381469727,5191140,3.9600000381469727
2021-03-05,4.130000114440918,3.940000057220459,3.950000047683716,4.090000152587891,12831263,4.090000152587891
2021-03-08,4.139999866485596,4.03000020980835,4.099999904632568,4.050000190734863,5587973,4.050000190734863
2021-03-09,4.090000152587891,3.940000057220459,4.050000190734863,4.0,5144483,4.0
2021-03-10,4.019999980926514,3.950000047683716,4.010000228881836,3.9600000381469727,2843873,3.9600000381469727
2021-03-11,4.03000020980835,3.9600000381469727,3.9700000286102295,4.019999980926514,2976541,4.019999980926514
2021-03-12,4.090000152587891,4.0,4.03000020980835,4.050000190734863,6704180,4.050000190734863
2021-03-15,4.139999866485596,4.059999942779541,4.070000171661377,4.079999923706055,6523863,4.079999923706055
2021-03-16,4.130000114440918,4.070000171661377,4.099999904632568,4.110000133514404,4168278,4.110000133514404
2021-03-17,4.139999866485596,4.090000152587891,4.119999885559082,4.099999904632568,4533746,4.099999904632568
2021-03-18,4.130000114440918,4.079999923706055,4.130000114440918,4.110000133514404,5015347,4.110000133514404
2021-03-19,4.130000114440918,4.070000171661377,4.110000133514404,4.070000171661377,5173574,4.070000171661377
2021-03-22,4.099999904632568,4.070000171661377,4.079999923706055,4.090000152587891,3473396,4.090000152587891
2021-03-23,4.119999885559082,4.070000171661377,4.119999885559082,4.090000152587891,3521677,4.090000152587891
2021-03-24,4.090000152587891,4.050000190734863,4.090000152587891,4.050000190734863,3559225,4.050000190734863
2021-03-25,4.079999923706055,4.010000228881836,4.059999942779541,4.03000020980835,3955629,4.03000020980835
2021-03-26,4.070000171661377,4.019999980926514,4.050000190734863,4.070000171661377,2421109,4.070000171661377
2021-03-29,4.099999904632568,4.050000190734863,4.079999923706055,4.079999923706055,3407115,4.079999923706055
2021-03-30,4.099999904632568,4.059999942779541,4.090000152587891,4.090000152587891,3485557,4.090000152587891
2021-03-31,4.119999885559082,4.070000171661377,4.090000152587891,4.099999904632568,3725164,4.099999904632568
2021-04-01,4.119999885559082,4.079999923706055,4.099999904632568,4.090000152587891,2536959,4.090000152587891
2021-04-02,4.110000133514404,4.070000171661377,4.099999904632568,4.090000152587891,1997165,4.090000152587891
2021-04-06,4.110000133514404,4.079999923706055,4.110000133514404,4.090000152587891,1985608,4.090000152587891
2021-04-07,4.119999885559082,4.079999923706055,4.099999904632568,4.110000133514404,4178358,4.110000133514404
2021-04-08,4.119999885559082,4.079999923706055,4.110000133514404,4.079999923706055,3118141,4.079999923706055
2021-04-09,4.099999904632568,4.050000190734863,4.099999904632568,4.050000190734863,3138830,4.050000190734863
2021-04-12,4.099999904632568,4.059999942779541,4.070000171661377,4.059999942779541,3313960,4.059999942779541
2021-04-13,4.079999923706055,4.019999980926514,4.059999942779541,4.019999980926514,3795270,4.019999980926514
2021-04-14,3.9000000953674316,3.7699999809265137,3.9000000953674316,3.799999952316284,13733376,3.799999952316284
2021-04-15,3.8299999237060547,3.7699999809265137,3.7799999713897705,3.799999952316284,4189162,3.799999952316284
2021-04-16,3.859999895095825,3.799999952316284,3.809999942779541,3.8499999046325684,4194064,3.8499999046325684
2021-04-19,3.880000114440918,3.8399999141693115,3.859999895095825,3.869999885559082,4566618,3.869999885559082
2021-04-20,3.890000104904175,3.859999895095825,3.880000114440918,3.859999895095825,3550073,3.859999895095825
2021-04-21,3.869999885559082,3.819999933242798,3.869999885559082,3.8299999237060547,3625250,3.8299999237060547
2021-04-22,3.890000104904175,3.819999933242798,3.859999895095825,3.8299999237060547,4017490,3.8299999237060547
2021-04-23,3.859999895095825,3.7899999618530273,3.8499999046325684,3.809999942779541,2717026,3.809999942779541
2021-04-26,3.8299999237060547,3.7799999713897705,3.809999942779541,3.7899999618530273,2941000,3.7899999618530273
2021-04-27,3.809999942779541,3.7100000381469727,3.809999942779541,3.7200000286102295,3825543,3.7200000286102295
2021-04-28,3.740000009536743,3.680000066757202,3.7200000286102295,3.700000047683716,3210570,3.700000047683716
2021-04-29,3.7200000286102295,3.6700000762939453,3.690000057220459,3.700000047683716,2772010,3.700000047683716
2021-04-30,3.75,3.6600000858306885,3.7100000381469727,3.7100000381469727,5032819,3.7100000381469727
2021-05-06,3.7100000381469727,3.680000066757202,3.690000057220459,3.680000066757202,4366439,3.680000066757202
2021-05-07,3.690000057220459,3.630000114440918,3.690000057220459,3.680000066757202,4841986,3.680000066757202
2021-05-10,3.690000057220459,3.640000104904175,3.680000066757202,3.6600000858306885,3698179,3.6600000858306885
2021-05-11,3.7200000286102295,3.6500000953674316,3.6600000858306885,3.7100000381469727,3686070,3.7100000381469727
2021-05-12,3.740000009536743,3.690000057220459,3.700000047683716,3.7200000286102295,3657580,3.7200000286102295
2021-05-13,3.75,3.7100000381469727,3.7100000381469727,3.7200000286102295,3358009,3.7200000286102295
2021-05-14,3.740000009536743,3.7100000381469727,3.7300000190734863,3.740000009536743,2711710,3.740000009536743
2021-05-17,3.7300000190734863,3.690000057220459,3.7300000190734863,3.7100000381469727,3144183,3.7100000381469727
2021-05-18,3.819999933242798,3.75,3.7799999713897705,3.759999990463257,5642801,3.759999990463257
2021-05-19,3.799999952316284,3.7200000286102295,3.7300000190734863,3.740000009536743,3803799,3.740000009536743
2021-05-20,3.740000009536743,3.690000057220459,3.740000009536743,3.700000047683716,3234810,3.700000047683716
2021-05-21,3.7100000381469727,3.680000066757202,3.700000047683716,3.690000057220459,1983150,3.690000057220459
2021-05-24,3.7100000381469727,3.680000066757202,3.690000057220459,3.700000047683716,2410702,3.700000047683716
2021-05-25,3.700000047683716,3.6700000762939453,3.700000047683716,3.700000047683716,3258666,3.700000047683716
2021-05-26,3.740000009536743,3.680000066757202,3.700000047683716,3.7300000190734863,5239409,3.7300000190734863
2021-05-27,3.7300000190734863,3.7100000381469727,3.7300000190734863,3.7200000286102295,2994861,3.7200000286102295
2021-05-28,3.7300000190734863,3.690000057220459,3.7200000286102295,3.700000047683716,3700978,3.700000047683716
2021-05-31,3.700000047683716,3.6700000762939453,3.700000047683716,3.680000066757202,3601980,3.680000066757202
2021-06-01,3.7100000381469727,3.680000066757202,3.690000057220459,3.700000047683716,3765646,3.700000047683716
2021-06-02,3.700000047683716,3.680000066757202,3.690000057220459,3.690000057220459,3788399,3.690000057220459
2021-06-07,3.690000057220459,3.6600000858306885,3.680000066757202,3.680000066757202,3244599,3.680000066757202
2021-06-08,3.680000066757202,3.640000104904175,3.680000066757202,3.6500000953674316,4245860,3.6500000953674316
2021-06-09,3.6700000762939453,3.630000114440918,3.6500000953674316,3.6500000953674316,3789367,3.6500000953674316
